id,sent1,sent2,ending0,ending1,ending2,ending3,ending4,end0type,end1type,end2type,end3type,end4type,label
2746,want to be loud,,yell obscenities near the mouthpiece of the phone,park my cycle in the parking area,start yelling for this man to run,join the men in a game,wait my turn after the woman to pay for my parking ticket before leaving the parking garage,lan,vis,targ,lan,vis,2
2749,have no money,,i will start to remove the snow from the road,start yelling for this man to run,make my own car,go on a racetrack and ride my motorbike,look out the window and enjoy the view,lan,vis,targ,lan,vis,2
2752,balance properly,,help this man unload the refrigerator from the truck.,need to yell to my police partner.,be able to get around the orange cones,win a trip on that bus,join in the game to get some doughnuts.,vis,vis,targ,lan,lan,2
2753,am curious to know why she us sad.,,take the man's picture,turn the sign to go.,make my own car,will talk to the man leaning out of the window,get on the bus with these people.,lan,targ,vis,vis,lan,1
2771,can get my speed up,,be able to jump the curb,ride my bike over the barrier,i will ignore this cop as his services are not needed right now,talk with fellow police officers about our days,drive the motorcycle to get home,targ,lan,vis,vis,lan,0
2772,feel stuck inside,,need to yell to my police partner.,tell the police this skateboarder needs to be cited.,look out the window and enjoy the view,walk over this snowy hill.,have some fun in the park,vis,vis,targ,lan,lan,2
2775,feel safe in everyday life,,call for delivery,i will drive that car.,wait on the curb and look both ways before crossing the street,take a shortcut through the woods to avoid the biker couple.,use the motorcycle on the street to get home,vis,vis,targ,lan,lan,2
2777,want to get to where i am going,,get out of the skateboarder's way,i will drive that car.,walk across a busy street,wait for the cars to pass the crosswalk,help this man unload the refrigerator from the truck.,lan,vis,lan,targ,vis,3
2792,if i want to go across the street,,wait for the motercycle to pass,ride this man's bike,sort through trash on the streets,ride bicycle on the road,will talk to the man leaning out of the window,targ,lan,vis,lan,vis,0
2798,one of the important events for believers,,launch myself down the ramp,waiting for the birth,brush another baby's hair,put the child in front of a laptop and play the scream maze prank video,help my mom and feed my little brother,lan,targ,lan,vis,vis,1
2799,am close enough,,go the baseball game and watch him play with other boys,move the baby so i can use the computer,play games with the boy,tell the man how cute his son is,put a bib on my baby when i feed her,lan,vis,lan,targ,vis,3
2800,am happy,,fly a kite with the children,let the children eat all of the birthday cake,snap a shot of the baby and his soccer ball.,help my mom and feed my little brother,start singing to the children,lan,lan,vis,vis,targ,4
2801,want to capture a video quietly,,instruct the boy and give him feedback,move out of the way of the man and the frisbee,join the woman and the child for pizza,move away from the child to another part of the fence,help my mom and feed my little brother,vis,lan,lan,targ,vis,3
2812,want to take an awesome photo,,join in the conversatiob with the man and woman,put a bib on my baby when i feed her,wait for the man with the children to go so i can take their place,show the baby how the computer works,i will help the child on his scooter,lan,vis,targ,vis,lan,2
2814,want to take a picture,,wait for the bus to load the children and leave,spend time outside on the porch.,put a bib on my baby when i feed her,instruct the boy and give him feedback,wait for the family to move,lan,lan,vis,vis,targ,4
2816,am hungry,,laugh and clap at the child,eat the child's food,eat a meal with the family,go outside and entertain children,eat the cake,vis,targ,lan,vis,lan,1
2819,want to have fun,,join the family for dinner,join the children,join the child and brush my teeth,show the baby how the computer works,find a nice song to play for the baby on the computer,lan,targ,lan,vis,vis,1
2820,feel like spending time with my family,,play with my cat in the living room.,let my baby brush my hair,i will make a citizens arrest for unruly behaviour by this child,play with my children in the bath,instruct the boy and give him feedback,lan,lan,vis,targ,vis,3
2822,want to help,,work around the world to give children of poor nations a better life,help the woman and children with the vegetables,invite the child to dance.,assist the children with their projects,find a nice song to play for the baby on the computer,lan,lan,vis,targ,vis,3
2825,was in the bathroom,,tell the child not to play in the toilet,i will make a citizens arrest for unruly behaviour by this child,join the children playing,let them play videogames,drink from the bottle,targ,vis,vis,lan,lan,0
2826,want to get sleepy,,instruct the boy and give him feedback,i will make a citizens arrest for unruly behaviour by this child,crawl along the bed and get away from the little girl,watch the kids sleep,stop at a hotel and relax on the bed and watch television,vis,vis,lan,targ,lan,3
2830,want to be playful,,have a chat with the lady and the small child while taking refreshments.,start to play with the baby and bring him toys,put my baby to sleep in bed,take food from the plates the children have,go the baseball game and watch him play with other boys,vis,targ,lan,vis,lan,1
2834,am truly and deeply exhausted,,find a nice song to play for the baby on the computer,i would lie on this bench just like this child.,take a seat on the bench,take a break on the bench.,buy a toy from the giftshop to cheer up the child in bed,vis,targ,lan,lan,vis,1
2836,was feeling hungry,,find a nice song to play for the baby on the computer,go outside and entertain children,eat a doughnut with chocolate sprinkles,avoid the little boy with the chocolate donut,have a doughnut like this child.,vis,vis,lan,lan,targ,4
2840,am feeling nice,,i will make a citizens arrest for unruly behaviour by this child,take the food out of the oven,give the cake to the baby,laugh and clap at the child,feed the baby some pizza,vis,lan,lan,vis,targ,4
2845,wanted to watch,,i would lie on this bench just like this child.,wait for the bus to load the children and leave,sit next to the children to watch the video game,ride the bus like the children,say hello to the baby,vis,lan,targ,lan,vis,2
2847,am feeling thirsty and sociable too,,sit with the woman on the bench,put the child in front of a laptop and play the scream maze prank video,play a game of softball with the little girl,have a chat with the lady and the small child while taking refreshments.,be able to let him play with the toy on his own,lan,vis,lan,targ,vis,3
2851,am very hungry,,show the baby how the computer works,eat breakfast with this little boy.,put the child in front of a laptop and play the scream maze prank video,be fed by my an adult,eat a meal with children,vis,lan,vis,targ,lan,3
2854,wanted to scare my infant,,applaud the man doing the skateboard tricks,say hello to the woman and the baby,put the child in front of a laptop and play the scream maze prank video,coach my daughter in t-ball.,run out of the way of the boy on the skateboard.,lan,vis,targ,vis,lan,2
2855,feel like i have to get my work done,,move the baby so i can use the computer,sit on the couch,film the child laughing,wait until the children get off the boat,sit in the chair and use the laptop,targ,lan,vis,vis,lan,0
2857,want to instill wonder,,find a nice song to play for the baby on the computer,visit my kids classroom and feel so proud,play computer games,play the computer game,cheer on the children,targ,vis,lan,lan,vis,0
2862,am feeling jovial,,help my daughter practice tball,read this baby a book,i will cheer on the children kicking the ball,laugh and clap at the child,take great care around the little girl on the skateboard,vis,vis,lan,targ,lan,3
2865,am feeling responsible,,join the children playing,remove the child from the fridge,bring the boy down from the refrigerator,open the refrigerator,laugh and clap at the child,vis,targ,lan,lan,vis,1
2866,were to move out of the way,,play ball in the park,take my children to the birthday party and chat to other grown ups while the children eat food,let the child have a clear run,take the man's dog,film the child laughing,lan,vis,targ,lan,vis,2
2869,want a cute picture,,kick around this soccer ball,take a picture of my son playing soccer.,snap a shot of the baby and his soccer ball.,invite the child to dance.,sit down and eat with the children,lan,lan,targ,vis,vis,2
2872,was out walking,,talk to this mother and child,invite the child to dance.,try to get the woman's attention,put the child in front of a laptop and play the scream maze prank video,take the kite off the child.,targ,vis,lan,vis,lan,0
2878,want peace and quiet,,rest my head on the pillows,put my baby to sleep in bed,attend scholastic events for children,teach children that vegetables are good for you.,let the child sleep,lan,lan,vis,vis,targ,4
2884,show him how to use this,,be able to let him play with the toy on his own,encourage the toddler to pet the horse,say hello to the woman and the baby,take food from the plates the children have,play catch with the boy,targ,lan,vis,vis,lan,0
